Entry	Gene names	Gene names  (synonym )	Gene names  (ordered locus )	Organism ID
STM0702	kdpE STM0702		STM0702	99287
STM3571	ftsY STM3571		STM3571	99287
STM1500	ynfD STM1500		STM1500	99287
STM1708	yciM lapB STM1708	lapB	STM1708	99287
PSLT042	PSLT042		PSLT042	99287
STM4548	bglJ STM4548		STM4548	99287
STM4186	STM4186		STM4186	99287
STM2282	glpQ STM2282		STM2282	99287
STM4493	STM4493		STM4493	99287
STM2529	STM2529		STM2529	99287
STM3262	STM3262		STM3262	99287
STM3017	kduD STM3017		STM3017	99287
STM0891	artP STM0891		STM0891	99287
STM3139	gsp STM3139		STM3139	99287
STM2941	yghJ STM2941		STM2941	99287
STM3791	STM3791		STM3791	99287
STM2566	STM2566		STM2566	99287
STM1812	ycgM STM1812		STM1812	99287
STM2279	yfaE STM2279		STM2279	99287
STM3089	yqgD STM3089		STM3089	99287
STM3198	STM3198		STM3198	99287
STM2533	sseA STM2533		STM2533	99287
STM0274a	STM0274a		STM0274a	99287
STM1428	ydhC STM1428		STM1428	99287
STM1031	STM1031		STM1031	99287
STM3088	yqgC STM3088		STM3088	99287
STM1671	STM1671		STM1671	99287
STM4268	yjcD STM4268		STM4268	99287
STM1480	pntB STM1480		STM1480	99287
STM2617	STM2617		STM2617	99287
STM0065	STM0065		STM0065	99287
STM0716	STM0716		STM0716	99287
STM0606	ybdO STM0606		STM0606	99287
STM2112	wcaD STM2112		STM2112	99287
STM2851	hycC STM2851		STM2851	99287
STM0905	STM0905		STM0905	99287
STM4114	pflD STM4114		STM4114	99287
STM2286	glpC STM2286		STM2286	99287
STM4502	STM4502		STM4502	99287
STM2767	STM2767		STM2767	99287
STM4396	ytfB STM4396		STM4396	99287
STM0360	STM0360		STM0360	99287
STM2358	STM2358		STM2358	99287
STM3568	rpoH STM3568		STM3568	99287
STM3598	STM3598		STM3598	99287
STM1633	STM1633		STM1633	99287
STM0807	ybhL STM0807		STM0807	99287
STM2131	baeR STM2131		STM2131	99287
PSLT048	tlpA PSLT048		PSLT048	99287
STM4207	STM4207		STM4207	99287
STM1235	ymfB nudJ STM1235	nudJ	STM1235	99287
STM2051	pduP STM2051		STM2051	99287
STM2152	stcA STM2152		STM2152	99287
STM0840	ybiV(2) STM0840		STM0840	99287
STM1096	copR STM1096		STM1096	99287
STM0019	STM0019		STM0019	99287
STM4540	STM4540		STM4540	99287
STM3272	yhbS STM3272		STM3272	99287
STM0509	STM0509		STM0509	99287
STM4521	yjiS STM4521		STM4521	99287
PSLT003	repC PSLT003		PSLT003	99287
STM2737	STM2737		STM2737	99287
STM4519	STM4519		STM4519	99287
STM3268	yraR STM3268		STM3268	99287
STM2963	STM2963		STM2963	99287
STM1703	yciR STM1703		STM1703	99287
STM1497	STM1497		STM1497	99287
STM1792	STM1792		STM1792	99287
STM2846	hycH STM2846		STM2846	99287
STM1510	ydfH STM1510		STM1510	99287
STM0060	citE2 STM0060		STM0060	99287
STM1609	tehA STM1609		STM1609	99287
STM1296	ydjA STM1296		STM1296	99287
STM2712	STM2712		STM2712	99287
STM4549	STM4549		STM4549	99287
STM3606	yhjB STM3606		STM3606	99287
STM4371	yjfJ STM4371		STM4371	99287
STM4581	yjjK STM4581		STM4581	99287
STM3523	glpR STM3523		STM3523	99287
STM3056	visC STM3056		STM3056	99287
STM2134	STM2134		STM2134	99287
STM1637	STM1637		STM1637	99287
STM1251	STM1251		STM1251	99287
STM3189	ygiD STM3189		STM3189	99287
STM3133	STM3133		STM3133	99287
STM0974	focA STM0974		STM0974	99287
STM4020	yihR STM4020		STM4020	99287
STM0857	STM0857		STM0857	99287
STM3856	pstC STM3856		STM3856	99287
STM2597	STM2597		STM2597	99287
STM1068	lonH STM1068		STM1068	99287
STM3786	yicN STM3786		STM3786	99287
STM2476	ypfG STM2476		STM2476	99287
STM0042	STM0042		STM0042	99287
STM3028	stdB STM3028		STM3028	99287
STM0784	ybhA STM0784		STM0784	99287
STM2969	ygdH STM2969		STM2969	99287
STM4101	metL STM4101		STM4101	99287
STM1375	ynhG STM1375		STM1375	99287
STM2518	yfgJ STM2518		STM2518	99287
STM2422	xapA STM2422		STM2422	99287
STM0976	ycaP STM0976		STM0976	99287
STM2347	yfcE STM2347		STM2347	99287
STM0315	prfH STM0315		STM0315	99287
STM4528	STM4528		STM4528	99287
STM4533	tsr STM4533		STM4533	99287
STM3298	yhbY STM3298		STM3298	99287
STM0010	htgA STM0010		STM0010	99287
STM3644	bisC STM3644		STM3644	99287
STM4286	lpxO STM4286		STM4286	99287
STM4084	fpr STM4084		STM4084	99287
STM1214	ycfR STM1214		STM1214	99287
STM1864	STM1864		STM1864	99287
STM1676	STM1676		STM1676	99287
STM3280	deaD STM3280		STM3280	99287
STM0257	STM0257		STM0257	99287
STM4418	STM4418		STM4418	99287
STM2639	rseA STM2639		STM2639	99287
STM3462	yheT STM3462		STM3462	99287
STM0178	yadI STM0178		STM0178	99287
STM4056	yiiM STM4056		STM4056	99287
STM4271	STM4271		STM4271	99287
STM1379	orf48 STM1379		STM1379	99287
STM1720	yciO STM1720		STM1720	99287
STM3106	ansB STM3106		STM3106	99287
STM3586	yhiH STM3586		STM3586	99287
STM1158	STM1158		STM1158	99287
STM2521	yfgM STM2521		STM2521	99287
STM4312	STM4312		STM4312	99287
STM3241	tdcE STM3241		STM3241	99287
STM0190	mrcB STM0190		STM0190	99287
STM3855	pstA STM3855		STM3855	99287
PSLT094	trbC PSLT094		PSLT094	99287
STM2486	STM2486		STM2486	99287
STM4297	melR STM4297		STM4297	99287
STM4520	STM4520		STM4520	99287
STM3810	yidQ STM3810		STM3810	99287
STM0727	STM0727		STM0727	99287
STM2562	yfhA STM2562		STM2562	99287
STM0335	STM0335		STM0335	99287
STM3420	secY STM3420		STM3420	99287
STM4542	yjjA STM4542		STM4542	99287
STM1391	ssrB STM1391		STM1391	99287
STM0839	STM0839		STM0839	99287
STM0858	STM0858		STM0858	99287
STM0132	ftsA STM0132		STM0132	99287
STM3180	ygiN STM3180		STM3180	99287
STM1065	ymbA STM1065		STM1065	99287
STM0464	tesB STM0464		STM0464	99287
STM0286	STM0286		STM0286	99287
STM2698	STM2698		STM2698	99287
STM0353	STM0353		STM0353	99287
STM1821	yoaA STM1821		STM1821	99287
STM2130	baeS STM2130		STM2130	99287
STM4423	STM4423		STM4423	99287
STM2812	STM2812		STM2812	99287
STM4261	STM4261		STM4261	99287
STM3742	spoT STM3742		STM3742	99287
STM2448	yfeZ STM2448		STM2448	99287
STM3399	yrdA STM3399		STM3399	99287
STM2329	STM2329		STM2329	99287
STM1562	hdeB STM1562		STM1562	99287
STM2531	pbpC STM2531		STM2531	99287
STM2530	STM2530		STM2530	99287
STM1784	ychF STM1784		STM1784	99287
STM1859	STM1859		STM1859	99287
STM2956	relA STM2956		STM2956	99287
STM0750	ybgF cpoB STM0750	cpoB	STM0750	99287
STM4430	STM4430		STM4430	99287
STM4097	STM4097		STM4097	99287
STM2365	folC STM2365		STM2365	99287
STM3663	bax STM3663		STM3663	99287
STM4002	STM4002		STM4002	99287
STM0962	ycaJ STM0962		STM0962	99287
STM2360	STM2360		STM2360	99287
STM2602	STM2602		STM2602	99287
STM2557	cadC STM2557		STM2557	99287
STM1108	hpaA STM1108		STM1108	99287
STM4197	STM4197		STM4197	99287
STM3247	garK STM3247		STM3247	99287
STM1325	ydiZ STM1325		STM1325	99287
STM1908	yecM STM1908		STM1908	99287
STM0441	cyoC STM0441		STM0441	99287
STM2492	STM2492		STM2492	99287
STM0538	STM0538		STM0538	99287
STM0298	STM0298		STM0298	99287
STM0973	pflB STM0973		STM0973	99287
PSLT030	PSLT030		PSLT030	99287
STM0295	STM0295		STM0295	99287
STM0693	fur STM0693		STM0693	99287
STM1254	STM1254		STM1254	99287
STM4225	yjbH STM4225		STM4225	99287
STM1810	STM1810		STM1810	99287
STM0965	dmsB STM0965		STM0965	99287
STM0556	STM0556		STM0556	99287
STM2721	STM2721		STM2721	99287
STM0703	kdpD STM0703		STM0703	99287
STM2665	yfiA STM2665		STM2665	99287
STM3553	ugpQ STM3553		STM3553	99287
STM0345	STM0345		STM0345	99287
STM3596	yhiR rlmJ STM3596	rlmJ	STM3596	99287
STM0659	hscC STM0659		STM0659	99287
STM0004	thrC STM0004		STM0004	99287
STM4000	spf STM4000		STM4000	99287
STM3534	glgP STM3534		STM3534	99287
STM3820	STM3820		STM3820	99287
STM4039	STM4039		STM4039	99287
STM2570	STM2570		STM2570	99287
STM4278	nrfB STM4278		STM4278	99287
STM4320	STM4320		STM4320	99287
STM0591	fepG STM0591		STM0591	99287
STM4220	lysC STM4220		STM4220	99287
STM3146	hybD STM3146		STM3146	99287
STM1939	STM1939		STM1939	99287
STM2554	hcaT STM2554		STM2554	99287
STM4364	hflC STM4364		STM4364	99287
STM4264	yjcC STM4264		STM4264	99287
STM2103	wcaJ STM2103		STM2103	99287
STM0598	entA STM0598		STM0598	99287
STM0034	STM0034		STM0034	99287
STM2551	STM2551		STM2551	99287
STM0266	STM0266		STM0266	99287
STM1048	STM1048		STM1048	99287
STM2654	kgtP STM2654		STM2654	99287
STM1891	znuA STM1891		STM1891	99287
STM1327	ydiY STM1327		STM1327	99287
STM3722	rfaG STM3722		STM3722	99287
PSLT078	traL PSLT078		PSLT078	99287
STM2005	STM2005		STM2005	99287
STM3372	mreD STM3372		STM3372	99287
STM3129	STM3129		STM3129	99287
STM3038	STM3038		STM3038	99287
STM1623	STM1623		STM1623	99287
STM1636	STM1636		STM1636	99287
STM0843	pflF STM0843		STM0843	99287
STM1360	ydiN STM1360		STM1360	99287
STM1995	ompS STM1995		STM1995	99287
STM0747	tolA STM0747		STM0747	99287
STM3036	STM3036		STM3036	99287
STM1579	narW STM1579		STM1579	99287
STM2763	STM2763		STM2763	99287
STM1462	ydgJ STM1462		STM1462	99287
STM1691	pspF STM1691		STM1691	99287
STM2695	STM2695		STM2695	99287
STM0520	STM0520		STM0520	99287
STM3485	damX STM3485		STM3485	99287
STM0493	fsr STM0493		STM0493	99287
STM0444	ampG STM0444		STM0444	99287
STM0436	yajR STM0436		STM0436	99287
STM3832	STM3832		STM3832	99287
STM4515	yjiJ STM4515		STM4515	99287
STM2426	STM2426		STM2426	99287
STM0468	ylaB STM0468		STM0468	99287
STM2011	STM2011		STM2011	99287
STM1715	yciN STM1715		STM1715	99287
STM3514	malP STM3514		STM3514	99287
STM0915	STM0915		STM0915	99287
STM0157	yacH STM0157		STM0157	99287
STM0053	STM0053		STM0053	99287
STM0212	STM0212		STM0212	99287
STM2564	yfhK STM2564		STM2564	99287
STM1870	STM1870		STM1870	99287
STM2269	yojN rcsD STM2269	rcsD	STM2269	99287
STM2054	pduT STM2054		STM2054	99287
STM1161	yceP STM1161		STM1161	99287
STM3642	tag STM3642		STM3642	99287
STM0340	stbA STM0340		STM0340	99287
STM4571	STM4571		STM4571	99287
STM1733	STM1733		STM1733	99287
STM4507	uxuR STM4507		STM4507	99287
STM3228	yqjC STM3228		STM3228	99287
STM3681	STM3681		STM3681	99287
STM3254	STM3254		STM3254	99287
STM0287	STM0287		STM0287	99287
STM3795	ilvN STM3795		STM3795	99287
STM2050	pduO STM2050		STM2050	99287
STM2868	STM2868		STM2868	99287
STM3738	yigC STM3738		STM3738	99287
STM1608	tehB STM1608		STM1608	99287
STM2513	shdA STM2513		STM2513	99287
STM1756	purU STM1756		STM1756	99287
STM1830	manX STM1830		STM1830	99287
STM4395	yifZ STM4395		STM4395	99287
STM0156	STM0156		STM0156	99287
STM1876	holE STM1876		STM1876	99287
STM0822	ybiB STM0822		STM0822	99287
STM0142	hofC STM0142		STM0142	99287
STM3783	STM3783		STM3783	99287
STM3305	ispB STM3305		STM3305	99287
STM1349	pps STM1349		STM1349	99287
STM1523	yneJ STM1523		STM1523	99287
STM2619	STM2619		STM2619	99287
STM4505	STM4505		STM4505	99287
STM0009	yaaH STM0009		STM0009	99287
STM1322	yniC STM1322		STM1322	99287
STM0179	yadE STM0179		STM0179	99287
STM0873	ybjC STM0873		STM0873	99287
STM2671	yfiR STM2671		STM2671	99287
STM1670	STM1670		STM1670	99287
STM2743	STM2743		STM2743	99287
STM0337	stbD STM0337		STM0337	99287
STM3199	yqiK STM3199		STM3199	99287
STM0887	artJ STM0887		STM0887	99287
STM0658	ybeV STM0658		STM0658	99287
STM2797	STM2797		STM2797	99287
STM1162	dinI STM1162		STM1162	99287
STM3184	yqiB STM3184		STM3184	99287
STM1937	tyrP STM1937		STM1937	99287
STM3279	mtr STM3279		STM3279	99287
STM3526	glpD STM3526		STM3526	99287
STM0014	STM0014		STM0014	99287
STM0504	ybbN STM0504		STM0504	99287
STM0724	STM0724		STM0724	99287
STM0169	gcd STM0169		STM0169	99287
STM3702	grxC STM3702		STM3702	99287
STM3544	yhhW STM3544		STM3544	99287
STM1443	ydhI STM1443		STM1443	99287
STM2661	yfiH STM2661		STM2661	99287
STM0634	ybeF STM0634		STM0634	99287
STM0481	priC STM0481		STM0481	99287
STM2653	yfiM STM2653		STM2653	99287
STM1308	spy STM1308		STM1308	99287
STM1885	edd STM1885		STM1885	99287
STM0685	nagE STM0685		STM0685	99287
STM0813	ybhP STM0813		STM0813	99287
STM2111	wcaE STM2111		STM2111	99287
STM2406	STM2406		STM2406	99287
STM3226	yqjA STM3226		STM3226	99287
PSLT085	traR PSLT085		PSLT085	99287
STM3857	pstS STM3857		STM3857	99287
STM3829	dgoK STM3829		STM3829	99287
STM1324	STM1324		STM1324	99287
STM4573	stjC STM4573		STM4573	99287
STM3760	STM3760		STM3760	99287
STM1371	sufC STM1371		STM1371	99287
STM2137	STM2137		STM2137	99287
STM0450	lon STM0450		STM0450	99287
STM0947	STM0947		STM0947	99287
STM2246	narP STM2246		STM2246	99287
STM2705	STM2705		STM2705	99287
STM2672	yfiN STM2672		STM2672	99287
STM1357	ydiF STM1357		STM1357	99287
STM1137	ycdY STM1137		STM1137	99287
STM3156	STM3156		STM3156	99287
STM2987	ygdL STM2987		STM2987	99287
STM3519	rtcB STM3519		STM3519	99287
STM1126	phoH STM1126		STM1126	99287
STM3240	tdcG STM3240		STM3240	99287
STM2604	STM2604		STM2604	99287
STM2382	yfcA STM2382		STM2382	99287
STM3062	serA STM3062		STM3062	99287
STM2715	STM2715		STM2715	99287
STM2711	STM2711		STM2711	99287
STM3453	fkpA STM3453		STM3453	99287
STM4042a	STM4042a		STM4042a	99287
STM2643	srmB STM2643		STM2643	99287
STM3747	yicE STM3747		STM3747	99287
PSLT012	orf7 pefI PSLT012	pefI	PSLT012	99287
STM1860	STM1860		STM1860	99287
STM0656	ybeS STM0656		STM0656	99287
STM0827	ybiO STM0827		STM0827	99287
STM2410	yfeA STM2410		STM2410	99287
STM2201	yeiE STM2201		STM2201	99287
STM4259	STM4259		STM4259	99287
PSLT108	traI PSLT108		PSLT108	99287
STM2605	STM2605		STM2605	99287
STM0817	ybhF STM0817		STM0817	99287
STM4482	idnT STM4482		STM4482	99287
STM0507	ybbA STM0507		STM0507	99287
STM3647	yiaF STM3647		STM3647	99287
STM2724	STM2724		STM2724	99287
STM3575	yhhN STM3575		STM3575	99287
STM3214	yqjH STM3214		STM3214	99287
STM4426	srfJ STM4426		STM4426	99287
STM0377	yaiW STM0377		STM0377	99287
PSLT001	PSLT001		PSLT001	99287
STM1206	ycfL STM1206		STM1206	99287
STM0833	ompX STM0833		STM0833	99287
STM1204	fhuE STM1204		STM1204	99287
STM1761	narI STM1761		STM1761	99287
STM1641	hrpA STM1641		STM1641	99287
STM4032	STM4032		STM4032	99287
STM1167	rimJ STM1167		STM1167	99287
STM2596	STM2596		STM2596	99287
STM1653	STM1653		STM1653	99287
STM1407	ssaH STM1407		STM1407	99287
STM2916	ygbL STM2916		STM2916	99287
PSLT029	PSLT029		PSLT029	99287
STM3232	yqjF STM3232		STM3232	99287
STM3588	yhiN STM3588		STM3588	99287
STM1283	yeaJ STM1283		STM1283	99287
STM2176	STM2176		STM2176	99287
STM3115	yqgA STM3115		STM3115	99287
STM0680	asnB STM0680		STM0680	99287
STM4029	yiiD STM4029		STM4029	99287
STM4302	STM4302		STM4302	99287
STM3049	yqfA STM3049		STM3049	99287
STM1639	cybB STM1639		STM1639	99287
STM2731	STM2731		STM2731	99287
STM2950	STM2950		STM2950	99287
STM3778	STM3778		STM3778	99287
STM1380	orf32 STM1380		STM1380	99287
STM1867	pagK STM1867		STM1867	99287
STM1499	STM1499		STM1499	99287
STM2532	STM2532		STM2532	99287
STM0662	gltL STM0662		STM0662	99287
STM1198	pabC STM1198		STM1198	99287
STM0410	STM0410		STM0410	99287
STM1073	yccS STM1073		STM1073	99287
STM4596	STM4596		STM4596	99287
STM3465	yhfA STM3465		STM3465	99287
STM1701	yciW STM1701		STM1701	99287
STM4526	hsdR STM4526		STM4526	99287
STM0267	STM0267		STM0267	99287
STM1229	ycfD STM1229		STM1229	99287
STM1356	ydiO STM1356		STM1356	99287
STM3548	STM3548		STM3548	99287
STM2922	STM2922		STM2922	99287
STM4422	STM4422		STM4422	99287
STM0587	ybdZ STM0587		STM0587	99287
STM0720	STM0720		STM0720	99287
STM1202	ycfH STM1202		STM1202	99287
STM2764	STM2764		STM2764	99287
STM0390	aroM STM0390		STM0390	99287
STM3491	yrfC STM3491		STM3491	99287
STM1890	yebA STM1890		STM1890	99287
STM2195	STM2195		STM2195	99287
STM3493	mrcA STM3493		STM3493	99287
STM0331	STM0331		STM0331	99287
STM0260	dniR STM0260		STM0260	99287
STM0979	ycaL STM0979		STM0979	99287
STM3792	STM3792		STM3792	99287
STM0768	dcoB STM0768		STM0768	99287
STM0869	STM0869		STM0869	99287
STM2376	STM2376		STM2376	99287
STM0028	bcfH STM0028		STM0028	99287
STM0901	STM0901		STM0901	99287
STM0712	ybgJ STM0712		STM0712	99287
STM0573	STM0573		STM0573	99287
STM0726	STM0726		STM0726	99287
STM2954	mazG STM2954		STM2954	99287
STM3966	STM3966		STM3966	99287
STM2918	ygbJ STM2918		STM2918	99287
STM4332	yjeJ STM4332		STM4332	99287
STM3132	STM3132		STM3132	99287
STM0762	STM0762		STM0762	99287
STM1395	ssaD STM1395		STM1395	99287
STM2068	yeeF STM2068		STM2068	99287
STM1868	mig-3 STM1868		STM1868	99287
STM3758	fidL STM3758		STM3758	99287
STM0393	yajF STM0393		STM0393	99287
STM0440	cyoD STM0440		STM0440	99287
STM1535	STM1535		STM1535	99287
STM0348	STM0348		STM0348	99287
STM4258	STM4258		STM4258	99287
STM1762	narJ STM1762		STM1762	99287
STM1889	msbB lpxM STM1889	lpxM	STM1889	99287
STM0127	ftsW STM0127		STM0127	99287
STM0237	rof STM0237		STM0237	99287
STM2690	STM2690		STM2690	99287
STM4065	STM4065		STM4065	99287
STM4280	nrfD STM4280		STM4280	99287
STM2985	ygdK STM2985		STM2985	99287
STM0133	ftsZ STM0133		STM0133	99287
STM1279	yeaM STM1279		STM1279	99287
STM3629	dppB STM3629		STM3629	99287
STM1211	ndh STM1211		STM1211	99287
STM0561	STM0561		STM0561	99287
STM1815	minD STM1815		STM1815	99287
STM1346	ydiE STM1346		STM1346	99287
STM1075	helD STM1075		STM1075	99287
STM1933	STM1933		STM1933	99287
STM2362	purF STM2362		STM2362	99287
STM0761	STM0761		STM0761	99287
STM4592	sthD STM4592		STM4592	99287
STM3273	yhbT STM3273		STM3273	99287
STM3251	STM3251		STM3251	99287
STM1849	STM1849		STM1849	99287
STM1926	STM1926		STM1926	99287
STM3521	STM3521		STM3521	99287
STM4216	STM4216		STM4216	99287
PSLT110	traX PSLT110		PSLT110	99287
STM4059	cpxR STM4059		STM4059	99287
STM3767	STM3767		STM3767	99287
STM2590	STM2590		STM2590	99287
STM0395	sbcC STM0395		STM0395	99287
STM2752	STM2752		STM2752	99287
STM1754	ychK STM1754		STM1754	99287
STM3766	STM3766		STM3766	99287
STM2815	emrB STM2815		STM2815	99287
STM4412	STM4412		STM4412	99287
STM3799	STM3799		STM3799	99287
STM0196	stfC STM0196		STM0196	99287
STM0663	gltK STM0663		STM0663	99287
STM1563	osmC STM1563		STM1563	99287
STM1486	ynfM STM1486		STM1486	99287
STM0040	nhaR STM0040		STM0040	99287
STM2185	b2145 STM2185		STM2185	99287
STM4362	hflX STM4362		STM4362	99287
STM3231	yqjK STM3231		STM3231	99287
STM4052	STM4052		STM4052	99287
STM0492	ybaL STM0492		STM0492	99287
STM0361	STM0361		STM0361	99287
STM2783	nxiA STM2783		STM2783	99287
STM2148	STM2148		STM2148	99287
STM4484	idnD STM4484		STM4484	99287
STM1433	ydhD STM1433		STM1433	99287
STM4516	yjiN STM4516		STM4516	99287
STM0925	STM0925		STM0925	99287
STM2944	ygcB STM2944		STM2944	99287
STM1003	STM1003		STM1003	99287
STM0015	STM0015		STM0015	99287
STM2447	STM2447		STM2447	99287
STM0031	STM0031		STM0031	99287
STM3222	ygjQ STM3222		STM3222	99287
STM0283	STM0283		STM0283	99287
STM0334	STM0334		STM0334	99287
STM1159	yceO STM1159		STM1159	99287
STM0903	STM0903		STM0903	99287
STM0143	hofB STM0143		STM0143	99287
STM4450	STM4450		STM4450	99287
STM0200	stfG STM0200		STM0200	99287
STM0631	ybeM STM0631		STM0631	99287
STM1278	yeaN STM1278		STM1278	99287
STM1657	STM1657		STM1657	99287
STM0292	STM0292		STM0292	99287
STM1819	slp STM1819		STM1819	99287
STM0600	cstA STM0600		STM0600	99287
PSLT025	PSLT025		PSLT025	99287
STM0478	aefA STM0478		STM0478	99287
STM4107	yijF STM4107		STM4107	99287
STM4213	STM4213		STM4213	99287
STM0989	STM0989		STM0989	99287
STM3550	STM3550		STM3550	99287
STM3255	STM3255		STM3255	99287
STM0885	STM0885		STM0885	99287
STM0183	folK STM0183		STM0183	99287
STM1632	STM1632		STM1632	99287
STM0629	cspE STM0629		STM0629	99287
STM0786	ybhC STM0786		STM0786	99287
PSLT027	ccdA PSLT027		PSLT027	99287
STM2970	sdaC STM2970		STM2970	99287
STM0576	STM0576		STM0576	99287
STM0991	smtA cmoM STM0991	cmoM	STM0991	99287
STM3035	STM3035		STM3035	99287
STM2168	pbpG STM2168		STM2168	99287
STM1122	ycdC STM1122		STM1122	99287
STM2421	xapB STM2421		STM2421	99287
STM3324	ptsO STM3324		STM3324	99287
STM0531	ylbF STM0531		STM0531	99287
STM4328	yjeH STM4328		STM4328	99287
STM1869a	STM1869a		STM1869a	99287
STM0153	aceF STM0153		STM0153	99287
STM4468	yjgK STM4468		STM4468	99287
STM4060	cpxP STM4060		STM4060	99287
STM1643	STM1643		STM1643	99287
STM1624	STM1624		STM1624	99287
STM3754	STM3754		STM3754	99287
STM4511	yjiE STM4511		STM4511	99287
STM3775	STM3775		STM3775	99287
STM2755	STM2755		STM2755	99287
STM4295	adiY STM4295		STM4295	99287
STM1931	araH STM1931		STM1931	99287
STM2911	STM2911		STM2911	99287
STM0769	STM0769		STM0769	99287
STM1678	STM1678		STM1678	99287
STM0983	ycaI STM0983		STM0983	99287
STM3123	STM3123		STM3123	99287
STM1329	STM1329		STM1329	99287
STM0482	ybaN STM0482		STM0482	99287
STM3573	yhhL STM3573		STM3573	99287
STM2585	STM2585		STM2585	99287
STM3108	yggL STM3108		STM3108	99287
STM1460	ydgK STM1460		STM1460	99287
STM2865	avrA STM2865		STM2865	99287
STM2618	STM2618		STM2618	99287
STM1132	STM1132		STM1132	99287
STM3605	STM3605		STM3605	99287
STM2218	yejE STM2218		STM2218	99287
STM0995	ycbB STM0995		STM0995	99287
STM1603	yncJ STM1603		STM1603	99287
STM2290	yfaV STM2290		STM2290	99287
STM2243	STM2243		STM2243	99287
STM1321	ydjM STM1321		STM1321	99287
STM0700	potE STM0700		STM0700	99287
STM2318	nuoL STM2318		STM2318	99287
STM3823	torC STM3823		STM3823	99287
STM3405	smf STM3405		STM3405	99287
STM1133	STM1133		STM1133	99287
STM0911	STM0911		STM0911	99287
STM1592	ydcY STM1592		STM1592	99287
STM3662	xylR STM3662		STM3662	99287
STM2179	STM2179		STM2179	99287
STM2749	STM2749		STM2749	99287
STM2993	recD STM2993		STM2993	99287
STM1057	pepN STM1057		STM1057	99287
STM0080	STM0080		STM0080	99287
STM1644	ydbL STM1644		STM1644	99287
STM2344	STM2344		STM2344	99287
STM1288	STM1288		STM1288	99287
STM0741	cydB STM0741		STM0741	99287
STM2702	STM2702		STM2702	99287
STM1843	STM1843		STM1843	99287
STM0888	artM STM0888		STM0888	99287
STM0409	STM0409		STM0409	99287
STM0016	STM0016		STM0016	99287
STM3552	yhhA STM3552		STM3552	99287
STM1471	rstB STM1471		STM1471	99287
STM2991	amiC STM2991		STM2991	99287
STM3186	tolC STM3186		STM3186	99287
STM0349	STM0349		STM0349	99287
STM4040	yiiG STM4040		STM4040	99287
STM3140	yghU STM3140		STM3140	99287
STM4058	cpxA STM4058		STM4058	99287
STM1432	ydhO STM1432		STM1432	99287
STM2240	STM2240		STM2240	99287
STM2139	STM2139		STM2139	99287
STM4368	vacB rnr STM4368	rnr	STM4368	99287
STM2006	STM2006		STM2006	99287
STM4327	fxsA STM4327		STM4327	99287
STM4095	priA STM4095		STM4095	99287
PSLT020	PSLT020		PSLT020	99287
STM0945	clpA STM0945		STM0945	99287
STM2574	STM2574		STM2574	99287
STM0926	STM0926		STM0926	99287
STM1516	ydeE STM1516		STM1516	99287
STM1561	STM1561		STM1561	99287
STM0394	araJ STM0394		STM0394	99287
STM3504	yhgF STM3504		STM3504	99287
STM4463	argR STM4463		STM4463	99287
STM0910	STM0910		STM0910	99287
STM2943	STM2943		STM2943	99287
STM3317	yrbK lptC STM3317	lptC	STM3317	99287
STM2697	STM2697		STM2697	99287
STM2758	STM2758		STM2758	99287
STM2669	tyrA STM2669		STM2669	99287
STM3798	emrD STM3798		STM3798	99287
STM2598	STM2598		STM2598	99287
STM1094	pipD STM1094		STM1094	99287
STM4244	yjbO STM4244		STM4244	99287
STM1947	uvrY STM1947		STM1947	99287
STM1029	STM1029		STM1029	99287
STM3125	STM3125		STM3125	99287
STM2157	yehS STM2157		STM2157	99287
STM0453	ybaV STM0453		STM0453	99287
STM3312	yrbE STM3312		STM3312	99287
STM1607	STM1607		STM1607	99287
STM1896	STM1896		STM1896	99287
STM4325	dcuA STM4325		STM4325	99287
PSLT082	traP PSLT082		PSLT082	99287
STM0124	murF STM0124		STM0124	99287
STM4112	frwC STM4112		STM4112	99287
STM0830	glnH STM0830		STM0830	99287
STM1600	STM1600		STM1600	99287
STM0568	pheP STM0568		STM0568	99287
PSLT024	PSLT024		PSLT024	99287
STM3202	ygiF STM3202		STM3202	99287
STM1060	STM1060		STM1060	99287
STM0640	mrdA STM0640		STM0640	99287
STM4236	dgkA STM4236		STM4236	99287
STM2488	nlpB bamC STM2488	bamC	STM2488	99287
STM4026	yihX STM4026		STM4026	99287
STM3362	STM3362		STM3362	99287
STM0038	STM0038		STM0038	99287
STM3356	STM3356		STM3356	99287
STM0274	STM0274		STM0274	99287
STM0280	STM0280		STM0280	99287
STM0397	phoB STM0397		STM0397	99287
STM4370	yjfI STM4370		STM4370	99287
STM3073	STM3073		STM3073	99287
STM1863	STM1863		STM1863	99287
STM2345	STM2345		STM2345	99287
STM1353	ydiR STM1353		STM1353	99287
STM1238	icdA STM1238		STM1238	99287
STM3660	xylB STM3660		STM3660	99287
STM1104	hpaF STM1104		STM1104	99287
STM2960	gudD STM2960		STM2960	99287
STM1902	yecD STM1902		STM1902	99287
STM0932	STM0932		STM0932	99287
STM1439	ydhF STM1439		STM1439	99287
STM0327	STM0327		STM0327	99287
STM2608	STM2608		STM2608	99287
STM1364	ydiK STM1364		STM1364	99287
STM1093	STM1093		STM1093	99287
STM1199	yceG mltG STM1199	mltG	STM1199	99287
